houseCode,houseRegion,houseName,houseAllPrice,houseType,houseSize,houseDirection,houseStatus,houseFloor,houseAddress,houseDistrict,houseElevator,Latitude,Longitude,type,use,houseYear,houseUnitPrice
1.03119E+11,花山区,新里西斯莱公馆,149,3室2厅1厨1卫,121.43,南,毛坯,中楼层 (共30层),,霍里,无,118.556072,31.693061,商品房,普通住宅,2022,12270
1.03118E+11,花山区,碧桂嘉苑,120,3室2厅1厨2卫,110.97,南,精装,低楼层 (共6层),,解放路,无,118.5194124,31.69174034,商品房,普通住宅,2021,10814
1.03119E+11,花山区,秀山湖壹號,116,3室2厅1厨1卫,106.35,南 北,毛坯,高楼层 (共18层),,霍里,有,118.568871,31.702477,商品房,普通住宅,2021,10907
1.03119E+11,花山区,安粮秀山城市广场二期,114,3室2厅1厨1卫,109.26,南,毛坯,高楼层 (共32层),,霍里,有,118.5655793,31.69708109,商品房,普通住宅,2022,10434
1.03119E+11,花山区,梅花园,80.8,3室1厅1厨1卫,81.67,南,精装,中楼层 (共6层),,桃园,暂无数据,118.527532,31.683479,商品房,普通住宅,2022,9893
1.0312E+11,雨山区,阳湖花园,64,2室1厅1厨1卫,77.5,南 北,精装,中楼层 (共6层),,佳山,暂无数据,118.533983,31.66207,商品房,普通住宅,2022,8258
1.03118E+11,当涂县,碧桂园滨江世家,65.5,3室2厅1厨1卫,91.83,南,精装,中楼层 (共6层),,当涂县,暂无数据,118.499215,31.587395,商品房,普通住宅,2021,7133
1.03116E+11,花山区,金世纪花园,28.8,2室1厅1厨1卫,75.79,南,精装,中楼层 (共6层),,解放路,无,118.497794,31.723972,商品房,普通住宅,2021,3800
1.0312E+11,花山区,上湖家园,62.5,2室1厅1厨1卫,88.03,南,其他,高楼层 (共18层),,霍里,有,118.552993,31.712738,商品房,普通住宅,2022,7100
1.0312E+11,花山区,农机新村,78,2室1厅1厨1卫,59.42,南 北,其他,低楼层 (共6层),,桃园,无,118.5215647,31.67812665,商品房,普通住宅,2022,13127
1.0312E+11,雨山区,安民村,52.9,2室1厅1厨1卫,51.69,南,精装,低楼层 (共1层),,雨山,暂无数据,118.495852,31.681946,商品房,普通住宅,2022,10234
1.03118E+11,花山区,汇成上东,122,2室1厅1厨1卫,89.15,南,精装,低楼层 (共18层),,解放路,有,118.533196,31.70379,商品房,普通住宅,2021,13685
1.03119E+11,花山区,金汇城市花园,145,3室2厅1厨1卫,102.61,南,简装,低楼层 (共6层),,桃园,无,118.535176,31.677905,商品房,普通住宅,2022,14131
1.0312E+11,雨山区,雨东村,52,3室1厅1厨1卫,78.59,南,简装,中楼层 (共5层),,雨山,无,118.5031185,31.68174732,商品房,普通住宅,2022,6617
1.03115E+11,花山区,朝辉东方城二区,193,4室2厅1厨2卫,145.44,南,精装,中楼层 (共33层),,霍里,有,118.54128,31.685145,商品房,普通住宅,2021,13270
1.03118E+11,雨山区,东湖碧水湾,100,2室2厅1厨1卫,94.43,南,精装,中楼层 (共11层),,佳山,有,118.527612,31.667,商品房,普通住宅,2021,10590
1.03119E+11,雨山区,福达人才公寓,50.8,3室1厅1厨1卫,97.04,南,精装,低楼层 (共6层),,采石,暂无数据,118.4925,31.641524,商品房,普通住宅,2022,5235
1.03118E+11,花山区,东南名苑,245,4室1厅1厨1卫,163.36,南,精装,低楼层 (共6层),,桃园,无,118.53553,31.675728,商品房,普通住宅,2021,14998
1.03116E+11,花山区,春晖家园东区,119.8,3室2厅1厨1卫,88.95,南 北,精装,中楼层 (共6层),,佳山,暂无数据,118.536596,31.67234,商品房,普通住宅,2021,13468
1.03119E+11,雨山区,钢城花园二村,137.8,3室2厅1厨2卫,137.52,南,精装,低楼层 (共6层),,安民,无,118.4966848,31.6705524,商品房,普通住宅,2022,10020
1.03119E+11,花山区,生化新村,125.8,3室2厅1厨1卫,108.24,南 北,精装,高楼层 (共6层),,桃园,无,118.52647,31.676553,商品房,普通住宅,2022,11622
1.0312E+11,雨山区,天泽水岸,144,3室2厅1厨2卫,133.32,南,毛坯,中楼层 (共11层),,佳山,暂无数据,118.518744,31.658606,商品房,普通住宅,2022,10801
1.0312E+11,花山区,海外海名仕苑,119,3室1厅1厨1卫,88.21,南,精装,中楼层 (共29层),,解放路,有,118.53325,31.696476,商品房,普通住宅,2022,13491
1.0312E+11,花山区,新岗小区,55,2室1厅1厨1卫,57.08,南,简装,低楼层 (共6层),,桃园,暂无数据,118.520449,31.681105,商品房,普通住宅,2022,9636
1.0312E+11,花山区,王家山,58.8,2室1厅1厨1卫,62.98,南,其他,中楼层 (共5层),,解放路,有,118.519968,31.712124,商品房,普通住宅,2022,9336
1.0312E+11,雨山区,春江雅苑,37,1室1厅1厨1卫,53.91,南 北,毛坯,中楼层 (共6层),,佳山,暂无数据,118.537824,31.668022,商品房,普通住宅,2022,6863
1.0312E+11,当涂县,竹山佳苑,58.5,3室1厅1厨1卫,89.9,南 北,精装,中楼层 (共6层),,当涂县,暂无数据,118.5120412,31.58300584,商品房,普通住宅,2022,6507
1.0312E+11,花山区,朝辉东方城二区,155,3室2厅1厨2卫,122.5,南 北,毛坯,高楼层 (共18层),,霍里,有,118.54128,31.685145,商品房,普通住宅,2022,12653
1.0311E+11,花山区,安粮秀山城市广场二期,230,3室2厅1厨2卫,146,南,其他,低楼层 (共6层),,霍里,无,118.5655793,31.69708109,商品房,普通住宅,2020,15753
1.03118E+11,雨山区,鹊桥小区,29.8,2室1厅1厨1卫,55.59,南,其他,高楼层 (共6层),,安民,无,118.49832,31.675957,商品房,普通住宅,2021,5361
1.03116E+11,当涂县,东誉城,61,2室1厅1厨1卫,111.69,南,毛坯,低楼层 (共29层),,当涂县,有,118.5285077,31.5688366,商品房,普通住宅,2021,5462
1.03117E+11,雨山区,盛泰名邸,98,2室2厅1厨1卫,93.47,南,其他,中楼层 (共23层),,安民,暂无数据,118.498118,31.668352,商品房,普通住宅,2021,10485
1.03116E+11,花山区,秀山湖壹號,143,4室2厅1厨2卫,129.2,南,其他,低楼层 (共18层),,霍里,有,118.568871,31.702477,商品房,普通住宅,2021,11068
